Group Ordering,Lead Author,Year Published,Food Item,GHG (g CO2 equiv/g protein),LU (m^2/g protein),EU (kj/g protein),Acidification Potential (g SO2 equiv/g protein),Eutrophication Potential (g PO4 equiv/g protein),GHG (g CO2 equiv/serving),LU (m^2/serving),EU (kj/serving),Acidification Potential (g SO2 equiv/serving),Eutrophication Potential (g PO4 equiv/serving),GHG (g CO2 equiv/gram),LU (m^2/kg),EU (kj/gram),Acidification Potential (g SO2 equiv/gram),Eutrophication Potential (g PO4 equiv/gram)
Dairy,Arsenault,2008,Milk,3.09E+01,8.22E-02,1.55E+02,3.49E-01,1.05E-01,2.39E+02,6.35E-01,1.19E+03,2.70E+00,8.11E-01,9.74E-01,2.59E-03,4.87E+00,1.10E-02,3.31E-03
Dairy,Arsenault,2008,Milk,3.17E+01,8.98E-02,1.58E+02,3.05E-01,1.01E-01,2.45E+02,6.93E-01,1.22E+03,2.35E+00,7.77E-01,9.98E-01,2.83E-03,4.99E+00,9.60E-03,3.17E-03
Dairy,Basset-Mens,2009,Milk,2.05E+01,2.35E-02,1.75E+01,1.22E-01,5.05E-02,1.58E+02,1.81E-01,1.35E+02,9.43E-01,3.90E-01,6.46E-01,7.40E-04,5.50E-01,3.85E-03,1.59E-03
Dairy,Basset-Mens,2009,Milk,2.39E+01,2.29E-02,4.92E+01,1.83E-01,7.56E-02,1.85E+02,1.76E-01,3.80E+02,1.42E+00,5.83E-01,7.54E-01,7.20E-04,1.55E+00,5.78E-03,2.38E-03
Dairy,Basset-Mens,2009,Milk,2.42E+01,2.54E-02,3.59E+01,2.14E-01,7.94E-02,1.87E+02,1.96E-01,2.77E+02,1.65E+00,6.13E-01,7.62E-01,8.00E-04,1.13E+00,6.74E-03,2.50E-03
Dairy,Casey,2005,Milk,4.76E+01,,,,,3.68E+02,,,,,1.50E+00,,,,
Dairy,Cederberg,2000,Milk,3.02E+01,1.10E-01,7.97E+01,5.02E-01,,2.33E+02,8.49E-01,6.15E+02,3.87E+00,,9.50E-01,3.46E-03,2.51E+00,1.58E-02,
Dairy,Cederberg,2000,Milk,3.49E+01,6.11E-02,1.13E+02,5.71E-01,,2.70E+02,4.72E-01,8.70E+02,4.41E+00,,1.10E+00,1.93E-03,3.55E+00,1.80E-02,
Dairy,Cederberg,2004,Milk,2.85E+01,4.89E-02,8.22E+01,,,2.20E+02,3.77E-01,6.35E+02,,,8.96E-01,1.54E-03,2.59E+00,,
Dairy,Cederberg,2004,Milk,2.98E+01,9.30E-02,6.67E+01,,,2.30E+02,7.18E-01,5.15E+02,,,9.38E-01,2.93E-03,2.10E+00,,
Dairy,Cederberg,2004,Milk,3.29E+01,6.10E-02,8.67E+01,,,2.54E+02,4.70E-01,6.69E+02,,,1.04E+00,1.92E-03,2.73E+00,,
Dairy,Cederberg,2009,Milk,3.24E+01,,,,,2.50E+02,,,,,1.02E+00,,,,
Dairy,Cederberg,2009,Milk,4.03E+01,,,,,3.11E+02,,,,,1.27E+00,,,,
Dairy,Daneshi,2014,Milk,4.76E+01,,,,,3.85E+02,,,,,1.57E+00,,,,
Dairy,deLeis,2013,Milk,1.62E+01,,,,,1.31E+02,,,,,5.35E-01,,,,
Dairy,deLeis,2013,Milk,2.24E+01,,,,,1.81E+02,,,,,7.38E-01,,,,
Dairy,deLeis,2013,Milk,2.36E+01,,,,,1.91E+02,,,,,7.78E-01,,,,
Dairy,Djekic,2014,Milk,4.63E+01,,,4.68E-01,2.06E-01,3.58E+02,,,3.61E+00,1.59E+00,1.46E+00,,,1.48E-02,6.50E-03
Dairy,Gonzalez-Garcia,2013,Milk,5.52E+01,,3.83E+02,9.93E-01,2.99E-01,4.26E+02,,2.95E+03,7.66E+00,2.31E+00,1.74E+00,,1.21E+01,3.13E-02,9.43E-03
Dairy,Guerci,2013,Milk,1.75E+01,5.17E-02,2.92E+01,2.36E-01,1.46E-01,1.35E+02,3.99E-01,2.25E+02,1.82E+00,1.13E+00,5.50E-01,1.63E-03,9.20E-01,7.44E-03,4.61E-03
Dairy,Guerci,2013,Milk,3.49E+01,5.14E-02,8.10E+01,4.65E-01,2.02E-01,2.70E+02,3.97E-01,6.25E+02,3.59E+00,1.56E+00,1.10E+00,1.62E-03,2.55E+00,1.47E-02,6.37E-03
Dairy,Guerci,2013,Milk,3.56E+01,2.16E-02,7.62E+01,4.83E-01,1.86E-01,2.74E+02,1.67E-01,5.88E+02,3.73E+00,1.43E+00,1.12E+00,6.80E-04,2.40E+00,1.52E-02,5.85E-03
Dairy,Guerci,2013,Milk,3.75E+01,2.86E-02,1.07E+02,4.95E-01,1.97E-01,2.89E+02,2.21E-01,8.26E+02,3.82E+00,1.52E+00,1.18E+00,9.00E-04,3.37E+00,1.56E-02,6.22E-03
Dairy,Guerci,2013,Milk,4.03E+01,3.40E-02,9.40E+01,5.10E-01,2.38E-01,3.11E+02,2.62E-01,7.25E+02,3.94E+00,1.84E+00,1.27E+00,1.07E-03,2.96E+00,1.61E-02,7.50E-03
Dairy,Guerci,2013,Milk,4.19E+01,3.40E-02,1.18E+02,5.73E-01,2.44E-01,3.23E+02,2.62E-01,9.09E+02,4.42E+00,1.88E+00,1.32E+00,1.07E-03,3.71E+00,1.81E-02,7.69E-03
Dairy,Guerci,2013,Milk,4.32E+01,4.25E-02,1.30E+02,5.49E-01,2.24E-01,3.33E+02,3.28E-01,1.00E+03,4.23E+00,1.73E+00,1.36E+00,1.34E-03,4.09E+00,1.73E-02,7.06E-03
Dairy,Guerci,2013,Milk,4.54E+01,5.94E-02,9.11E+01,5.32E-01,2.40E-01,3.50E+02,4.58E-01,7.03E+02,4.10E+00,1.85E+00,1.43E+00,1.87E-03,2.87E+00,1.68E-02,7.56E-03
Dairy,Guerci,2013,Milk,4.67E+01,3.46E-02,1.31E+02,5.90E-01,2.44E-01,3.60E+02,2.67E-01,1.01E+03,4.55E+00,1.89E+00,1.47E+00,1.09E-03,4.12E+00,1.86E-02,7.70E-03
Dairy,Guerci,2013,Milk,4.98E+01,4.13E-02,9.78E+01,5.95E-01,2.91E-01,3.85E+02,3.19E-01,7.55E+02,4.59E+00,2.25E+00,1.57E+00,1.30E-03,3.08E+00,1.87E-02,9.17E-03
Dairy,Guerci,2013,Milk,5.27E+01,4.54E-02,1.68E+02,6.10E-01,2.47E-01,4.07E+02,3.50E-01,1.30E+03,4.71E+00,1.91E+00,1.66E+00,1.43E-03,5.29E+00,1.92E-02,7.78E-03
Dairy,Guerci,2013,Milk,6.06E+01,3.33E-02,1.18E+02,8.14E-01,3.53E-01,4.68E+02,2.57E-01,9.14E+02,6.28E+00,2.72E+00,1.91E+00,1.05E-03,3.73E+00,2.56E-02,1.11E-02
Dairy,Haas,2001,Milk,3.17E+01,,4.13E+01,3.78E+00,9.90E-01,2.45E+02,,3.19E+02,2.92E+01,7.64E+00,1.00E+00,,1.30E+00,1.19E-01,3.12E-02
Dairy,Haas,2001,Milk,4.13E+01,,3.81E+01,3.40E+00,4.29E-01,3.19E+02,,2.94E+02,2.62E+01,3.31E+00,1.30E+00,,1.20E+00,1.07E-01,1.35E-02
Dairy,Haas,2001,Milk,4.13E+01,,8.57E+01,4.32E+00,1.72E+00,3.19E+02,,6.62E+02,3.33E+01,1.33E+01,1.30E+00,,2.70E+00,1.36E-01,5.42E-02
Dairy,Henricksson,2014,Milk,1.32E+01,5.81E-02,,,,1.02E+02,4.48E-01,,,,4.15E-01,1.83E-03,,,
Dairy,Henricksson,2014,Milk,1.32E+01,4.35E-02,,,,1.02E+02,3.36E-01,,,,4.17E-01,1.37E-03,,,
Dairy,Henricksson,2014,Milk,1.36E+01,6.51E-02,,,,1.05E+02,5.02E-01,,,,4.29E-01,2.05E-03,,,
Dairy,Henricksson,2014,Milk,1.39E+01,4.29E-02,,,,1.07E+02,3.31E-01,,,,4.37E-01,1.35E-03,,,
Dairy,Henricksson,2014,Milk,1.40E+01,4.76E-02,,,,1.08E+02,3.68E-01,,,,4.42E-01,1.50E-03,,,
Dairy,Henricksson,2014,Milk,1.41E+01,4.63E-02,,,,1.09E+02,3.58E-01,,,,4.43E-01,1.46E-03,,,
Dairy,Henricksson,2014,Milk,1.47E+01,5.37E-02,,,,1.13E+02,4.14E-01,,,,4.63E-01,1.69E-03,,,
Dairy,Henricksson,2014,Milk,1.50E+01,5.33E-02,,,,1.16E+02,4.12E-01,,,,4.73E-01,1.68E-03,,,
Dairy,Henricksson,2014,Milk,1.69E+01,4.79E-02,,,,1.30E+02,3.70E-01,,,,5.31E-01,1.51E-03,,,
Dairy,Henricksson,2014,Milk,1.75E+01,4.67E-02,,,,1.35E+02,3.60E-01,,,,5.52E-01,1.47E-03,,,
Dairy,Hortenhuber,2010,Milk,2.47E+01,,,,,1.99E+02,,,,,8.11E-01,,,,
Dairy,Hortenhuber,2010,Milk,2.72E+01,,,,,2.19E+02,,,,,8.94E-01,,,,
Dairy,Hortenhuber,2010,Milk,2.75E+01,,,,,2.22E+02,,,,,9.04E-01,,,,
Dairy,Hortenhuber,2010,Milk,2.87E+01,,,,,2.31E+02,,,,,9.42E-01,,,,
Dairy,Hortenhuber,2010,Milk,3.08E+01,,,,,2.48E+02,,,,,1.01E+00,,,,
Dairy,Hortenhuber,2010,Milk,3.11E+01,,,,,2.51E+02,,,,,1.02E+00,,,,
Dairy,Hortenhuber,2010,Milk,3.13E+01,,,,,2.52E+02,,,,,1.03E+00,,,,
Dairy,Hortenhuber,2010,Milk,3.56E+01,,,,,2.86E+02,,,,,1.17E+00,,,,
Dairy,Lindelauf,2009,Milk,2.91E+01,1.02E-03,3.71E+01,,,2.25E+02,7.84E-03,2.87E+02,,,9.17E-01,3.20E-03,1.17E+00,,
Dairy,Lindelauf,2009,Milk,3.29E+01,1.17E-03,4.83E+01,,,2.54E+02,9.07E-03,3.72E+02,,,1.04E+00,3.70E-03,1.52E+00,,
Dairy,Lindelauf,2009,Milk,3.43E+01,9.84E-04,4.19E+01,,,2.65E+02,7.60E-03,3.23E+02,,,1.08E+00,3.10E-03,1.32E+00,,
Dairy,Lindelauf,2009,Milk,3.72E+01,1.21E-03,3.81E+01,,,2.87E+02,9.31E-03,2.94E+02,,,1.17E+00,3.80E-03,1.20E+00,,
Dairy,Lovett,2008,Milk,2.44E+01,,,,,1.96E+02,,,,,8.02E-01,,,,
Dairy,Lovett,2008,Milk,2.68E+01,,,,,2.16E+02,,,,,8.81E-01,,,,
Dairy,Lovett,2008,Milk,2.74E+01,,,,,2.20E+02,,,,,8.99E-01,,,,
Dairy,Lovett,2008,Milk,2.99E+01,,,,,2.41E+02,,,,,9.83E-01,,,,
Dairy,Obrien,2012,Milk,2.78E+01,2.31E-02,7.30E+01,2.19E-01,1.08E-01,2.14E+02,1.78E-01,5.64E+02,1.69E+00,8.33E-01,8.74E-01,7.28E-04,2.30E+00,6.90E-03,3.40E-03
Dairy,Obrien,2012,Milk,3.26E+01,2.96E-02,1.24E+02,3.78E-01,1.46E-01,2.52E+02,2.29E-01,9.56E+02,2.92E+00,1.13E+00,1.03E+00,9.33E-04,3.90E+00,1.19E-02,4.60E-03
Dairy,Obrien,2014,Milk,2.29E+01,,,,,1.85E+02,,,,,7.57E-01,,,,
Dairy,Obrien,2014,Milk,2.47E+01,,,,,2.00E+02,,,,,8.15E-01,,,,
Dairy,Obrien,2014,Milk,2.72E+01,,,,,2.20E+02,,,,,8.98E-01,,,,
Dairy,Obrien,2014,Milk,3.36E+01,,,,,2.72E+02,,,,,1.11E+00,,,,
Dairy,Olesen,2006,Milk,3.45E+01,,,,,2.78E+02,,,,,1.13E+00,,,,
Dairy,Olesen,2006,Milk,4.15E+01,,,,,3.35E+02,,,,,1.37E+00,,,,
Dairy,Olesen,2006,Milk,4.18E+01,,,,,3.37E+02,,,,,1.37E+00,,,,
Dairy,Olesen,2006,Milk,4.22E+01,,,,,3.39E+02,,,,,1.39E+00,,,,
Dairy,Olesen,2006,Milk,4.30E+01,,,,,3.46E+02,,,,,1.41E+00,,,,
Dairy,Olesen,2006,Milk,4.40E+01,,,,,3.55E+02,,,,,1.45E+00,,,,
Dairy,Olesen,2006,Milk,4.40E+01,,,,,3.54E+02,,,,,1.44E+00,,,,
Dairy,Olesen,2006,Milk,4.41E+01,,,,,3.55E+02,,,,,1.45E+00,,,,
Dairy,Olesen,2006,Milk,4.51E+01,,,,,3.63E+02,,,,,1.48E+00,,,,
Dairy,Olesen,2006,Milk,4.71E+01,,,,,3.79E+02,,,,,1.55E+00,,,,
Dairy,Olesen,2006,Milk,4.71E+01,,,,,3.79E+02,,,,,1.55E+00,,,,
Dairy,Olesen,2006,Milk,4.95E+01,,,,,3.99E+02,,,,,1.63E+00,,,,
Dairy,Olesen,2006,Milk,5.01E+01,,,,,4.04E+02,,,,,1.65E+00,,,,
Dairy,Olesen,2006,Milk,5.06E+01,,,,,4.07E+02,,,,,1.66E+00,,,,
Dairy,Olesen,2006,Milk,5.84E+01,,,,,4.70E+02,,,,,1.92E+00,,,,
Dairy,Phetteplace,2001,Milk,3.30E+01,,,,,2.67E+02,,,,,1.09E+00,,,,
Dairy,Roer,2013,Milk,4.67E+01,5.08E-02,,6.29E-01,,3.60E+02,3.92E-01,,4.85E+00,,1.47E+00,1.60E-03,,1.98E-02,
Dairy,Roer,2013,Milk,4.89E+01,6.54E-02,,6.86E-01,,3.77E+02,5.05E-01,,5.29E+00,,1.54E+00,2.06E-03,,2.16E-02,
Dairy,Roer,2013,Milk,5.05E+01,6.35E-02,,7.02E-02,,3.90E+02,4.90E-01,,5.41E-01,,1.59E+00,2.00E-03,,2.21E-03,
Dairy,Ross,2014,Milk,2.75E+01,4.29E-02,,,,2.12E+02,3.31E-01,,,,8.66E-01,1.35E-03,,,
Dairy,Ross,2014,Milk,3.06E+01,4.79E-02,,,,2.36E+02,3.70E-01,,,,9.63E-01,1.51E-03,,,
Dairy,Ross,2014,Milk,3.30E+01,3.84E-02,,,,2.55E+02,2.96E-01,,,,1.04E+00,1.21E-03,,,
Dairy,Ross,2014,Milk,3.61E+01,4.41E-02,,,,2.78E+02,3.41E-01,,,,1.14E+00,1.39E-03,,,
Dairy,Schils,2005,Milk,2.00E+01,,,,,1.54E+02,,,,,6.30E-01,,,,
Dairy,Schils,2005,Milk,2.22E+01,,,,,1.72E+02,,,,,7.00E-01,,,,
Dairy,Sheane,2011,Milk,3.49E+01,,,,,2.82E+02,,,,,1.15E+00,,,,
Dairy,Thoma,2013,Milk,3.90E+01,,,,,3.01E+02,,,,,1.23E+00,,,,
Dairy,Thomassen,2008,Milk,4.44E+01,4.13E-02,1.59E+02,3.02E-01,3.49E+00,3.43E+02,3.19E-01,1.23E+03,2.33E+00,2.70E+01,1.40E+00,1.30E-03,5.00E+00,9.50E-03,1.10E-01
Dairy,Thomassen,2008,Milk,4.76E+01,5.71E-02,9.84E+01,3.43E-01,2.22E+00,3.68E+02,4.41E-01,7.60E+02,2.65E+00,1.72E+01,1.50E+00,1.80E-03,3.10E+00,1.08E-02,7.00E-02
Dairy,van Middelaar,2013,Milk,2.76E+01,,,,,2.22E+02,,,,,9.07E-01,,,,
Dairy,Vergé,2007,Milk,3.08E+01,,,,,2.38E+02,,,,,9.70E-01,,,,
Dairy,Vergé,2007,Milk,3.08E+01,,,,,2.38E+02,,,,,9.70E-01,,,,
Dairy,Vergé,2007,Milk,3.11E+01,,,,,2.40E+02,,,,,9.80E-01,,,,
Dairy,Vergé,2007,Milk,3.33E+01,,,,,2.57E+02,,,,,1.05E+00,,,,
Dairy,Vergé,2007,Milk,3.59E+01,,,,,2.77E+02,,,,,1.13E+00,,,,
Dairy,Weiske,2005,Milk,3.75E+01,,,,,2.89E+02,,,,,1.18E+00,,,,
Dairy,Weiske,2005,Milk,3.97E+01,,,,,3.06E+02,,,,,1.25E+00,,,,
Dairy,Weiske,2005,Milk,4.06E+01,,,,,3.14E+02,,,,,1.28E+00,,,,
Dairy,Weiske,2005,Milk,4.22E+01,,,,,3.26E+02,,,,,1.33E+00,,,,
Dairy,Weiske,2005,Milk,4.22E+01,,,,,3.26E+02,,,,,1.33E+00,,,,
Dairy,Weiske,2005,Milk,4.54E+01,,,,,3.50E+02,,,,,1.43E+00,,,,
Dairy,Weiske,2005,Milk,4.60E+01,,,,,3.55E+02,,,,,1.45E+00,,,,
Dairy,Weiske,2005,Milk,4.70E+01,,,,,3.63E+02,,,,,1.48E+00,,,,
Dairy,Weiske,2005,Milk,4.92E+01,,,,,3.80E+02,,,,,1.55E+00,,,,
Dairy,Weiske,2005,Milk,5.05E+01,,,,,3.90E+02,,,,,1.59E+00,,,,
Dairy,Weiske,2005,Milk,5.40E+01,,,,,4.17E+02,,,,,1.70E+00,,,,
Dairy,Weiske,2005,Milk,7.30E+01,,,,,5.64E+02,,,,,2.30E+00,,,,
Dairy,Williams,2006,Milk,3.11E+01,3.75E-02,7.49E+01,5.21E-01,1.94E-01,2.40E+02,2.89E-01,5.78E+02,4.02E+00,1.49E+00,9.80E-01,1.18E-03,2.36E+00,1.64E-02,6.10E-03
Dairy,Williams,2006,Milk,3.24E+01,3.62E-02,7.68E+01,5.05E-01,1.90E-01,2.50E+02,2.79E-01,5.93E+02,3.90E+00,1.47E+00,1.02E+00,1.14E-03,2.42E+00,1.59E-02,6.00E-03
Dairy,Williams,2006,Milk,3.27E+01,3.84E-02,7.43E+01,5.05E-01,2.06E-01,2.52E+02,2.96E-01,5.73E+02,3.90E+00,1.59E+00,1.03E+00,1.21E-03,2.34E+00,1.59E-02,6.50E-03
Dairy,Williams,2006,Milk,3.37E+01,3.78E-02,8.00E+01,5.14E-01,2.00E-01,2.60E+02,2.92E-01,6.17E+02,3.97E+00,1.54E+00,1.06E+00,1.19E-03,2.52E+00,1.62E-02,6.30E-03
Dairy,Williams,2006,Milk,3.90E+01,6.29E-02,4.95E+01,8.38E-01,3.27E-01,3.01E+02,4.85E-01,3.82E+02,6.47E+00,2.52E+00,1.23E+00,1.98E-03,1.56E+00,2.64E-02,1.03E-02
Dairy,Yan,2013,Milk,2.75E+01,,,,,2.12E+02,,,,,8.65E-01,,,,
Dairy,Yan,2013,Milk,3.33E+01,,,,,2.57E+02,,,,,1.05E+00,,,,
Dairy,Djekic,2014,UHT Milk,3.18E+01,,,4.20E-02,1.99E-01,2.46E+02,,,3.24E-01,1.53E+00,1.00E+00,,,1.32E-03,6.26E-03
Dairy,Djekic,2014,Yogurt,3.75E+01,,,4.54E-02,2.00E-01,2.89E+02,,,3.51E-01,1.55E+00,1.18E+00,,,1.43E-03,6.31E-03
Dairy,Gonzalez-Garcia,2013,Yogurt,3.06E+01,1.07E-02,,5.68E-01,,3.68E+02,1.28E-01,,6.83E+00,,1.50E+00,5.22E-04,,2.79E-02,
Dairy,Sheane,2011,Yogurt,3.16E+01,,,,,3.82E+02,,,,,1.56E+00,,,,
Eggs,Cederberg,2009,Eggs,1.11E+01,,,,,7.00E+01,,,,,1.40E+00,,,,
Eggs,Cederberg,2009,Eggs,1.11E+01,,,,,7.00E+01,,,,,1.40E+00,,,,
Eggs,Dekker,2011,Eggs,1.78E+01,2.60E-02,1.65E+02,1.83E-01,,1.12E+02,1.63E-01,1.04E+03,1.15E+00,,2.24E+00,3.26E-03,2.07E+01,2.30E-02,
Eggs,Dekker,2011,Eggs,2.02E+01,5.38E-02,1.66E+02,6.43E-01,,1.27E+02,3.38E-01,1.04E+03,4.04E+00,,2.53E+00,6.76E-03,2.08E+01,8.08E-02,
Eggs,Dekker,2011,Eggs,2.03E+01,5.37E-02,1.62E+02,3.83E-01,,1.27E+02,3.38E-01,1.02E+03,2.41E+00,,2.55E+00,6.75E-03,2.03E+01,4.81E-02,
Eggs,Dekker,2011,Eggs,2.12E+01,2.99E-02,1.79E+02,3.18E-01,,1.33E+02,1.88E-01,1.13E+03,2.00E+00,,2.67E+00,3.75E-03,2.25E+01,4.00E-02,
Eggs,Dekker,2011,Eggs,2.14E+01,2.99E-02,1.85E+02,5.06E-01,,1.34E+02,1.88E-01,1.16E+03,3.18E+00,,2.69E+00,3.75E-03,2.32E+01,6.35E-02,
Eggs,Dekker,2011,Eggs,2.18E+01,3.24E-02,1.84E+02,3.33E-01,,1.37E+02,2.04E-01,1.16E+03,2.09E+00,,2.74E+00,4.07E-03,2.31E+01,4.18E-02,
Eggs,Dekker,2011,Eggs,2.19E+01,3.25E-02,1.89E+02,5.18E-01,,1.38E+02,2.04E-01,1.19E+03,3.25E+00,,2.75E+00,4.08E-03,2.38E+01,6.50E-02,
Eggs,Dekker,2013,Eggs,1.67E+01,4.54E-02,1.27E+02,3.18E-01,,1.05E+02,2.85E-01,8.00E+02,2.00E+00,,2.10E+00,5.70E-03,1.60E+01,4.00E-02,
Eggs,Dekker,2013,Eggs,1.67E+01,3.18E-02,1.11E+02,3.42E-01,,1.05E+02,2.00E-01,7.00E+02,2.15E+00,,2.10E+00,4.00E-03,1.40E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.75E+01,4.30E-02,1.27E+02,3.42E-01,,1.10E+02,2.70E-01,8.00E+02,2.15E+00,,2.20E+00,5.40E-03,1.60E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.75E+01,4.46E-02,1.27E+02,2.55E-01,,1.10E+02,2.80E-01,8.00E+02,1.60E+00,,2.20E+00,5.60E-03,1.60E+01,3.20E-02,
Eggs,Dekker,2013,Eggs,1.75E+01,4.38E-02,1.27E+02,3.34E-01,,1.10E+02,2.75E-01,8.00E+02,2.10E+00,,2.20E+00,5.50E-03,1.60E+01,4.20E-02,
Eggs,Dekker,2013,Eggs,1.75E+01,5.73E-02,1.35E+02,3.42E-01,,1.10E+02,3.60E-01,8.50E+02,2.15E+00,,2.20E+00,7.20E-03,1.70E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.75E+01,6.05E-02,1.43E+02,3.18E-01,,1.10E+02,3.80E-01,9.00E+02,2.00E+00,,2.20E+00,7.60E-03,1.80E+01,4.00E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.73E-02,1.43E+02,3.42E-01,,1.15E+02,3.60E-01,9.00E+02,2.15E+00,,2.30E+00,7.20E-03,1.80E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.81E-02,1.43E+02,3.26E-01,,1.15E+02,3.65E-01,9.00E+02,2.05E+00,,2.30E+00,7.30E-03,1.80E+01,4.10E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,6.21E-02,1.43E+02,3.42E-01,,1.15E+02,3.90E-01,9.00E+02,2.15E+00,,2.30E+00,7.80E-03,1.80E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.89E-02,1.51E+02,3.26E-01,,1.15E+02,3.70E-01,9.50E+02,2.05E+00,,2.30E+00,7.40E-03,1.90E+01,4.10E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.49E-02,1.43E+02,3.50E-01,,1.15E+02,3.45E-01,9.00E+02,2.20E+00,,2.30E+00,6.90E-03,1.80E+01,4.40E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.41E-02,1.43E+02,3.42E-01,,1.15E+02,3.40E-01,9.00E+02,2.15E+00,,2.30E+00,6.80E-03,1.80E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.57E-02,1.43E+02,3.50E-01,,1.15E+02,3.50E-01,9.00E+02,2.20E+00,,2.30E+00,7.00E-03,1.80E+01,4.40E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.65E-02,1.43E+02,3.42E-01,,1.15E+02,3.55E-01,9.00E+02,2.15E+00,,2.30E+00,7.10E-03,1.80E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.65E-02,1.43E+02,3.50E-01,,1.15E+02,3.55E-01,9.00E+02,2.20E+00,,2.30E+00,7.10E-03,1.80E+01,4.40E-02,
Eggs,Dekker,2013,Eggs,1.83E+01,5.57E-02,1.43E+02,3.42E-01,,1.15E+02,3.50E-01,9.00E+02,2.15E+00,,2.30E+00,7.00E-03,1.80E+01,4.30E-02,
Eggs,Dekker,2013,Eggs,1.91E+01,5.41E-02,1.43E+02,3.58E-01,,1.20E+02,3.40E-01,9.00E+02,2.25E+00,,2.40E+00,6.80E-03,1.80E+01,4.50E-02,
Eggs,Dekker,2013,Eggs,1.91E+01,5.97E-02,1.51E+02,3.50E-01,,1.20E+02,3.75E-01,9.50E+02,2.20E+00,,2.40E+00,7.50E-03,1.90E+01,4.40E-02,
Eggs,Leinonen,2012,Eggs,2.31E+01,3.18E-02,1.34E+02,4.23E-01,1.47E-01,1.45E+02,2.00E-01,8.44E+02,2.66E+00,9.24E-01,2.90E+00,4.00E-03,1.69E+01,5.31E-02,1.85E-02
