Group Ordering,Lead Author,Year Published,Food Item,GHG (g CO2 equiv/g protein),LU (m^2/g protein),EU (kj/g protein),Acidification Potential (g SO2 equiv/g protein),Eutrophication Potential (g PO4 equiv/g protein),GHG (g CO2 equiv/serving),LU (m^2/serving),EU (kj/serving),Acidification Potential (g SO2 equiv/serving),Eutrophication Potential (g PO4 equiv/serving),GHG (g CO2 equiv/gram),LU (m^2/kg),EU (kj/gram),Acidification Potential (g SO2 equiv/gram),Eutrophication Potential (g PO4 equiv/gram)
Eggs,Leinonen,2012,Eggs,2.70E+01,4.06E-02,1.50E+02,5.11E-01,1.75E-01,1.70E+02,2.55E-01,9.39E+02,3.21E+00,1.10E+00,3.39E+00,5.10E-03,1.88E+01,6.41E-02,2.20E-02
Eggs,Leinonen,2012,Eggs,2.72E+01,1.35E-01,2.10E+02,7.30E-01,2.99E-01,1.71E+02,8.45E-01,1.32E+03,4.58E+00,1.88E+00,3.42E+00,1.69E-02,2.64E+01,9.16E-02,3.76E-02
Eggs,Leinonen,2012,Eggs,2.75E+01,3.34E-02,1.77E+02,4.73E-01,1.62E-01,1.73E+02,2.10E-01,1.11E+03,2.97E+00,1.02E+00,3.45E+00,4.20E-03,2.22E+01,5.94E-02,2.03E-02
Eggs,Leinonen,2013,Eggs,2.30E+01,,,5.36E-01,1.83E-01,1.45E+02,,,3.37E+00,1.15E+00,2.89E+00,,,6.73E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.32E+01,,,5.02E-01,1.85E-01,1.46E+02,,,3.16E+00,1.16E+00,2.91E+00,,,6.31E-02,2.32E-02
Eggs,Leinonen,2013,Eggs,2.31E+01,,,5.28E-01,1.85E-01,1.45E+02,,,3.32E+00,1.16E+00,2.90E+00,,,6.63E-02,2.32E-02
Eggs,Leinonen,2013,Eggs,2.33E+01,,,4.88E-01,1.83E-01,1.47E+02,,,3.07E+00,1.15E+00,2.93E+00,,,6.13E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.35E+01,,,5.33E-01,1.81E-01,1.48E+02,,,3.35E+00,1.14E+00,2.95E+00,,,6.70E-02,2.27E-02
Eggs,Leinonen,2013,Eggs,2.35E+01,,,5.18E-01,1.83E-01,1.48E+02,,,3.26E+00,1.15E+00,2.95E+00,,,6.51E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.36E+01,,,5.16E-01,1.83E-01,1.48E+02,,,3.24E+00,1.15E+00,2.96E+00,,,6.48E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.41E+01,,,4.88E-01,1.83E-01,1.52E+02,,,3.07E+00,1.15E+00,3.03E+00,,,6.13E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.46E+01,,,5.02E-01,1.85E-01,1.55E+02,,,3.16E+00,1.16E+00,3.09E+00,,,6.31E-02,2.32E-02
Eggs,Leinonen,2013,Eggs,2.50E+01,,,5.28E-01,1.85E-01,1.57E+02,,,3.32E+00,1.16E+00,3.14E+00,,,6.63E-02,2.32E-02
Eggs,Leinonen,2013,Eggs,2.59E+01,,,5.16E-01,1.83E-01,1.63E+02,,,3.24E+00,1.15E+00,3.25E+00,,,6.48E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.59E+01,,,5.18E-01,1.83E-01,1.63E+02,,,3.26E+00,1.15E+00,3.25E+00,,,6.51E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.60E+01,,,5.36E-01,1.83E-01,1.63E+02,,,3.37E+00,1.15E+00,3.26E+00,,,6.73E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.70E+01,,,5.33E-01,1.81E-01,1.70E+02,,,3.35E+00,1.14E+00,3.39E+00,,,6.70E-02,2.27E-02
Eggs,Leinonen,2013,Eggs,2.70E+01,,,4.88E-01,1.83E-01,1.70E+02,,,3.07E+00,1.15E+00,3.39E+00,,,6.13E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.70E+01,,,5.02E-01,1.85E-01,1.70E+02,,,3.16E+00,1.16E+00,3.39E+00,,,6.31E-02,2.32E-02
Eggs,Leinonen,2013,Eggs,2.71E+01,,,5.18E-01,1.83E-01,1.71E+02,,,3.26E+00,1.15E+00,3.41E+00,,,6.51E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.72E+01,,,5.33E-01,1.81E-01,1.71E+02,,,3.35E+00,1.14E+00,3.42E+00,,,6.70E-02,2.27E-02
Eggs,Leinonen,2013,Eggs,2.72E+01,,,5.16E-01,1.83E-01,1.71E+02,,,3.24E+00,1.15E+00,3.42E+00,,,6.48E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.75E+01,,,5.36E-01,1.83E-01,1.73E+02,,,3.37E+00,1.15E+00,3.46E+00,,,6.73E-02,2.30E-02
Eggs,Leinonen,2013,Eggs,2.75E+01,,,5.28E-01,1.85E-01,1.73E+02,,,3.32E+00,1.16E+00,3.46E+00,,,6.63E-02,2.32E-02
Eggs,Mellenhorst,2006,Eggs,3.11E+01,3.58E-02,1.04E+01,2.55E-01,1.90E-01,1.95E+02,2.25E-01,6.50E+01,1.60E+00,1.20E+00,3.90E+00,4.50E-03,1.30E+00,3.20E-02,2.39E-02
Eggs,Mellenhorst,2006,Eggs,3.34E+01,4.06E-02,1.09E+01,3.34E-01,2.67E-01,2.10E+02,2.55E-01,6.85E+01,2.10E+00,1.67E+00,4.20E+00,5.10E-03,1.37E+00,4.20E-02,3.35E-02
Eggs,Mellenhorst,2006,Eggs,3.42E+01,3.82E-02,1.07E+01,4.54E-01,2.36E-01,2.15E+02,2.40E-01,6.70E+01,2.85E+00,1.48E+00,4.30E+00,4.80E-03,1.34E+00,5.70E-02,2.97E-02
Eggs,Mellenhorst,2006,Eggs,3.66E+01,4.54E-02,1.11E+01,5.18E-01,3.12E-01,2.30E+02,2.85E-01,6.95E+01,3.25E+00,1.96E+00,4.60E+00,5.70E-03,1.39E+00,6.50E-02,3.92E-02
Eggs,Pelletier,2013,Eggs,4.00E+01,,,,,1.41E+02,,,,,2.81E+00,,,,
Eggs,Vergé,2009,Eggs,2.30E+01,,,,,1.44E+02,,,,,2.88E+00,,,,
Eggs,Williams,2006,Eggs,4.18E+01,5.02E-02,1.08E+02,2.39E+00,5.97E-01,2.63E+02,3.15E-01,6.80E+02,1.50E+01,3.75E+00,5.25E+00,6.30E-03,1.36E+01,3.00E-01,7.50E-02
Eggs,Williams,2006,Eggs,4.40E+01,5.25E-02,1.12E+02,2.44E+00,6.13E-01,2.77E+02,3.30E-01,7.05E+02,1.53E+01,3.85E+00,5.53E+00,6.60E-03,1.41E+01,3.06E-01,7.70E-02
Eggs,Williams,2006,Eggs,4.92E+01,6.21E-02,1.23E+02,2.48E+00,6.37E-01,3.09E+02,3.90E-01,7.70E+02,1.56E+01,4.00E+00,6.18E+00,7.80E-03,1.54E+01,3.12E-01,8.00E-02
Eggs,Williams,2006,Eggs,5.57E+01,1.18E-01,1.28E+02,2.74E+00,8.12E-01,3.50E+02,7.40E-01,8.05E+02,1.72E+01,5.10E+00,7.00E+00,1.48E-02,1.61E+01,3.44E-01,1.02E-01
Fresh Produce,Graefe,2013,Andean blackberry,1.22E+01,8.30E-02,,,,2.45E+01,1.66E-01,,,,1.70E-01,1.15E-03,,,
Fresh Produce,Alaphilippe,2013,Apples,1.23E+01,9.22E-02,1.68E+02,,,3.08E+00,2.30E-02,4.20E+01,,,2.46E-02,1.84E-04,3.36E-01,,
Fresh Produce,Alaphilippe,2013,Apples,1.33E+01,1.00E-01,1.80E+02,,,3.32E+00,2.50E-02,4.50E+01,,,2.66E-02,2.00E-04,3.60E-01,,
Fresh Produce,Alaphilippe,2013,Apples,1.48E+01,1.12E-01,1.98E+02,,,3.69E+00,2.80E-02,4.96E+01,,,2.95E-02,2.24E-04,3.97E-01,,
Fresh Produce,Alaphilippe,2013,Apples,1.96E+01,1.30E-01,3.31E+02,,,4.89E+00,3.20E-02,8.28E+01,,,3.91E-02,2.56E-04,6.62E-01,,
Fresh Produce,Alaphilippe,2013,Apples,3.24E+01,2.08E-01,1.95E+02,,,8.09E+00,5.20E-02,4.87E+01,,,6.47E-02,4.16E-04,3.90E-01,,
Fresh Produce,Alaphilippe,2013,Apples,3.26E+01,2.10E-01,2.00E+02,,,8.15E+00,5.30E-02,5.00E+01,,,6.52E-02,4.24E-04,4.00E-01,,
Fresh Produce,Canals,2006,Apples,1.54E+01,4.53E-02,,,,3.85E+00,1.10E-02,,,,3.08E-02,8.80E-05,,,
Fresh Produce,Canals,2006,Apples,1.58E+01,4.87E-02,,,,3.94E+00,1.20E-02,,,,3.15E-02,9.60E-05,,,
Fresh Produce,Canals,2006,Apples,2.39E+01,3.18E-02,,,,5.96E+00,8.00E-03,,,,4.77E-02,6.40E-05,,,
Fresh Produce,Canals,2006,Apples,3.65E+01,5.50E-02,,,,9.13E+00,1.40E-02,,,,7.30E-02,1.12E-04,,,
Fresh Produce,Canals,2006,Apples,3.54E+01,5.50E-02,,,,8.85E+00,1.40E-02,,,,7.08E-02,1.12E-04,,,
Fresh Produce,Cerutti,2013,Apples,6.30E+01,9.62E-02,,2.98E-01,,1.58E+01,2.40E-02,,7.45E-02,,1.26E-01,1.92E-04,,5.96E-04,
Fresh Produce,Cerutti,2013,Apples,7.42E+01,1.68E-01,,3.74E-01,,1.86E+01,4.20E-02,,9.34E-02,,1.48E-01,3.36E-04,,7.47E-04,
Fresh Produce,Cerutti,2013,Apples,7.56E+01,1.92E-01,,3.64E-01,,1.89E+01,4.80E-02,,9.09E-02,,1.51E-01,3.84E-04,,7.27E-04,
Fresh Produce,Cerutti,2013,Apples,7.84E+01,1.54E-01,,3.67E-01,,1.96E+01,3.80E-02,,9.17E-02,,1.57E-01,3.04E-04,,7.34E-04,
Fresh Produce,Mouron,2006,Apples,3.19E+01,1.22E-01,4.61E+02,3.11E-01,5.14E-02,7.96E+00,3.10E-02,1.15E+02,7.78E-02,1.29E-02,6.37E-02,2.48E-04,9.21E-01,6.22E-04,1.03E-04
Fresh Produce,Page,2011,Apples,1.52E+02,7.12E-02,,,,3.79E+01,1.80E-02,,,,3.03E-01,1.44E-04,,,
Fresh Produce,Page,2011,Apples,2.02E+02,1.07E-01,,,,5.05E+01,2.70E-02,,,,4.04E-01,2.16E-04,,,
Fresh Produce,Saunders,2008,Apples,2.31E+01,,3.65E+02,,,5.78E+00,,9.13E+01,,,4.62E-02,,7.31E-01,,
Fresh Produce,Saunders,2008,Apples,7.15E+01,,1.14E+03,,,1.79E+01,,2.85E+02,,,1.43E-01,,2.28E+00,,
Fresh Produce,Tamburini,2015,Apples,4.85E+01,9.29E-02,,7.10E-01,2.90E-01,1.21E+01,2.30E-02,,1.78E-01,7.25E-02,9.70E-02,1.84E-04,,1.42E-03,5.80E-04
Fresh Produce,Zafiriou,2012,Asparagus,2.06E+01,4.70E-02,4.70E+01,,,6.08E+01,1.39E-01,1.39E+02,,,4.54E-01,1.04E-03,1.03E+00,,
Fresh Produce,Zafiriou,2012,Asparagus,3.33E+01,6.49E-02,6.49E+01,,,9.82E+01,1.91E-01,1.91E+02,,,7.33E-01,1.43E-03,1.43E+00,,
Fresh Produce,Zafiriou,2012,Asparagus,3.83E+01,4.89E-02,4.89E+01,,,1.13E+02,1.44E-01,1.44E+02,,,8.42E-01,1.07E-03,1.08E+00,,
Fresh Produce,Graefe,2013,avocado,8.32E+00,5.31E-02,,,,2.50E+01,1.59E-01,,,,1.66E-01,1.06E-03,,,
Fresh Produce,Iriarte,2014,Banana,1.93E+01,2.80E-02,,,,3.15E+01,4.60E-02,,,,2.10E-01,3.07E-04,,,
Fresh Produce,Iriarte,2014,Banana,2.20E+01,2.80E-02,,,,3.60E+01,4.60E-02,,,,2.40E-01,3.07E-04,,,
Fresh Produce,Iriarte,2014,Banana,2.39E+01,2.80E-02,,,,3.90E+01,4.60E-02,,,,2.60E-01,3.07E-04,,,
Fresh Produce,Girgenti,2013,Blueberries,1.53E+01,,2.96E+02,,,1.68E+01,,3.24E+02,,,1.13E-01,,2.19E+00,,
Fresh Produce,Tamburini,2015,Chicory,1.92E+01,2.94E-02,,8.00E-02,1.18E-01,9.48E+00,1.50E-02,,3.94E-02,5.83E-02,1.32E-01,2.08E-04,,5.47E-04,8.10E-04
Fresh Produce,Liu,2010,Chinese Pear,1.11E+01,1.33E-01,3.41E+02,,,5.92E+00,7.10E-02,1.82E+02,,,4.00E-02,4.80E-04,1.23E+00,,
Fresh Produce,Liu,2010,Chinese Pear,3.11E+01,1.01E-01,1.02E+02,,,1.66E+01,5.40E-02,5.43E+01,,,1.12E-01,3.65E-04,3.67E-01,,
Fresh Produce,Liu,2010,Chinese Pear,4.14E+01,1.07E-01,6.29E+02,,,2.21E+01,5.70E-02,3.35E+02,,,1.49E-01,3.85E-04,2.26E+00,,
Fresh Produce,Liu,2010,Chinese Pear,5.78E+01,1.21E-01,2.91E+02,,,3.08E+01,6.50E-02,1.55E+02,,,2.08E-01,4.39E-04,1.05E+00,,
Fresh Produce,Liu,2010,Chinese Pear,7.58E+01,6.06E-02,4.79E+02,,,4.04E+01,3.20E-02,2.55E+02,,,2.73E-01,2.16E-04,1.72E+00,,
Fresh Produce,Romero Gamez,2014,Escarole,4.58E+00,,,,,2.87E+00,,,,,3.99E-02,,,,
Fresh Produce,Graefe,2013,golden berry,2.66E+01,5.67E-02,,,,3.37E+01,7.20E-02,,,,2.41E-01,5.14E-04,,,
Fresh Produce,Aguilera,2015,Grapes,2.00E+01,1.94E-01,,,,2.49E+01,2.42E-01,,,,1.62E-01,1.57E-03,,,
Fresh Produce,Aguilera,2015,Grapes,2.14E+01,2.13E-01,,,,2.66E+01,2.66E-01,,,,1.73E-01,1.73E-03,,,
Fresh Produce,Gazulla,2010,Grapes,6.21E+01,,,2.59E-01,3.77E+00,7.74E+01,,,3.23E-01,4.69E+00,5.03E-01,,,2.10E-03,3.05E-02
Fresh Produce,Vasquez-Rowe,2012,Grapes,5.19E+01,1.01E-03,,4.64E-01,1.83E+00,6.47E+01,1.00E-03,,5.78E-01,2.07E-01,4.21E-01,6.50E-06,,3.75E-03,1.35E-03
Fresh Produce,Page,2011,Kiwis,7.19E+01,4.18E-02,,,,1.52E+02,8.90E-02,,,,8.19E-01,4.78E-04,,,
Fresh Produce,de Backer,2008,Leeks,2.90E+00,2.42E-02,,2.55E-02,4.63E-02,3.87E+00,3.20E-02,,3.40E-02,6.18E-02,4.35E-02,3.60E-04,,3.82E-04,6.94E-04
Fresh Produce,de Backer,2008,Leeks,6.29E+00,1.78E-02,,3.00E-02,4.49E-02,8.40E+00,2.40E-02,,4.01E-02,6.00E-02,9.44E-02,2.70E-04,,4.51E-04,6.74E-04
Fresh Produce,Pergola,2013,Lemons,3.96E+00,7.70E-04,2.08E+02,,,9.24E+00,2.00E-03,4.85E+02,,,4.36E-02,9.43E-06,2.29E+00,,
Fresh Produce,Pergola,2013,Lemons,1.19E+01,6.90E-04,2.74E+02,,,2.77E+01,2.00E-03,6.39E+02,,,1.31E-01,9.43E-06,3.01E+00,,
Fresh Produce,Romero Gamez,2014,Lettuce,1.84E+00,,,,,1.80E+00,,,,,2.50E-02,,,,
Fresh Produce,Graefe,2013,lulo,8.73E+01,2.75E-01,,,,4.61E+01,1.45E-01,,,,3.84E-01,1.21E-03,,,
Fresh Produce,Graefe,2013,mango,5.29E+01,1.20E+00,,,,7.16E+00,1.62E-01,,,,5.20E-02,1.18E-03,,,
Fresh Produce,Gunady,2012,Mushrooms,4.50E+01,,,,,1.19E+02,,,,,1.01E+00,,,,
Fresh Produce,Saunders,2008,Onions,3.85E+00,,3.34E+01,,,6.77E+00,,5.87E+01,,,4.23E-02,,3.67E-01,,
Fresh Produce,Saunders,2008,Onions,5.35E+00,,3.88E+01,,,9.42E+00,,6.83E+01,,,5.89E-02,,4.27E-01,,
Fresh Produce,Dwivedi,2012,Oranges,3.00E+01,,,,,4.85E+01,,,,,3.12E-01,,,,
Fresh Produce,Pergola,2013,Oranges,3.85E+00,8.30E-04,2.29E+02,,,6.22E+00,1.00E-03,3.70E+02,,,4.00E-02,6.43E-06,2.38E+00,,
Fresh Produce,Pergola,2013,Oranges,1.25E+01,7.10E-04,2.76E+02,,,2.02E+01,1.00E-03,4.46E+02,,,1.30E-01,6.43E-06,2.87E+00,,
Fresh Produce,Graefe,2013,passion fruit,4.87E+00,2.65E-02,,,,2.53E+01,1.37E-01,,,,1.07E-01,5.81E-04,,,
Fresh Produce,Michos,2008,Peaches,3.75E+00,9.73E-02,,,,5.25E+00,1.36E-01,,,,3.41E-02,8.83E-04,,,
Fresh Produce,Michos,2008,Peaches,1.09E+01,2.29E-02,,,,1.53E+01,3.20E-02,,,,9.95E-02,2.08E-04,,,
Fresh Produce,Michos,2008,Peaches,1.70E+01,3.38E-02,,,,2.38E+01,4.70E-02,,,,1.54E-01,3.05E-04,,,
Fresh Produce,Tamburini,2015,Pear,1.04E+02,9.26E-02,,1.15E+00,3.50E-01,5.57E+01,4.90E-02,,6.11E-01,1.87E-01,3.76E-01,3.31E-04,,4.13E-03,1.26E-03
Fresh Produce,Graefe,2013,Pineapple,1.10E+01,4.85E-03,,,,9.77E+00,4.00E-03,,,,5.92E-02,2.42E-05,,,
Fresh Produce,Ingwersen,2012,Pineapple,2.52E+01,1.94E-02,3.09E+02,,,2.24E+01,1.70E-02,2.75E+02,,5.48E-01,1.36E-01,1.03E-04,1.67E+00,,3.32E-03
Fresh Produce,Girgenti,2013,Raspberries,2.81E+01,,5.50E+02,,,4.14E+01,,8.12E+02,,,3.37E-01,,6.60E+00,,
Fresh Produce,Gunady,2012,Romaine Lettuce,1.49E+02,,,,,1.46E+02,,,,,2.03E+00,,,,
Fresh Produce,Hospido,2008,Romaine Lettuce,1.82E+01,,,,,1.78E+01,,,,,2.48E-01,,,,
Fresh Produce,Hospido,2008,Romaine Lettuce,1.88E+01,,,,,1.84E+01,,,,,2.55E-01,,,,
Fresh Produce,Gunady,2012,Strawberries,9.59E+01,,,,,9.77E+01,,,,,6.42E-01,,,,
Fresh Produce,Khoshovisan,2013,Strawberries,8.73E+01,2.73E-01,,3.82E-01,5.67E-02,8.90E+01,2.78E-01,,3.89E-01,5.78E-02,5.85E-01,1.83E-03,,2.56E-03,3.80E-04
Fresh Produce,Martinez-Blanco,2011,Tomatoes,1.35E+01,6.79E-03,3.43E+02,7.66E-02,2.02E-02,2.47E+01,1.20E-02,6.28E+02,1.40E-01,3.70E-02,1.56E-01,7.59E-05,3.98E+00,8.88E-04,2.34E-04
Fresh Produce,Martinez-Blanco,2011,Tomatoes,2.49E+01,6.79E-03,1.95E+02,1.45E-01,8.78E-02,4.57E+01,1.20E-02,3.57E+02,2.67E-01,1.61E-01,2.89E-01,7.59E-05,2.26E+00,1.69E-03,1.02E-03
Fresh Produce,Page,2012,Tomatoes,2.59E+01,1.44E-02,8.23E+02,,,4.74E+01,2.60E-02,1.51E+03,,,3.00E-01,1.65E-04,9.55E+00,,
Fresh Produce,Tamburini,2015,Tomatoes,5.43E+00,9.80E-03,,2.78E-02,1.94E-02,9.95E+00,1.80E-02,,5.09E-02,3.56E-02,6.30E-02,1.14E-04,,3.22E-04,2.25E-04
Fresh Produce,Graefe,2013,tree tomato,7.86E+01,1.37E-01,,,,4.15E+01,7.20E-02,,,,2.63E-01,4.56E-04,,,
Maize,Kim,2008,Maize,2.70E+00,1.21E-02,2.23E+01,4.03E-02,9.60E-03,7.11E+00,3.20E-02,5.88E+01,1.06E-01,2.52E-02,2.54E-01,1.14E-03,2.10E+00,3.80E-03,9.00E-04
Maize,Kim,2008,Maize,3.07E+00,1.64E-02,2.34E+01,4.78E-02,1.06E-02,8.09E+00,4.30E-02,6.16E+01,1.26E-01,2.80E-02,2.89E-01,1.54E-03,2.20E+00,4.50E-03,1.00E-03
Maize,Kim,2008,Maize,3.93E+00,1.17E-02,3.19E+01,4.56E-02,1.17E-02,1.04E+01,3.10E-02,8.40E+01,1.20E-01,3.08E-02,3.70E-01,1.11E-03,3.00E+00,4.30E-03,1.10E-03
Maize,Kim,2008,Maize,4.42E+00,1.28E-02,2.34E+01,2.87E-02,7.40E-03,1.17E+01,3.40E-02,6.16E+01,7.56E-02,1.96E-02,4.16E-01,1.21E-03,2.20E+00,2.70E-03,7.00E-04
Maize,Kim,2008,Maize,4.13E+00,1.30E-02,2.87E+01,6.90E-02,1.80E-02,1.09E+01,3.40E-02,7.56E+01,1.82E-01,4.76E-02,3.89E-01,1.21E-03,2.70E+00,6.50E-03,1.70E-03
Maize,Kim,2008,Maize,4.26E+00,1.70E-02,3.29E+01,6.79E-02,1.91E-02,1.12E+01,4.50E-02,8.68E+01,1.79E-01,5.04E-02,4.01E-01,1.61E-03,3.10E+00,6.40E-03,1.80E-03
Maize,Kim,2008,Maize,4.69E+00,1.79E-02,3.29E+01,7.22E-02,1.91E-02,1.24E+01,4.70E-02,8.68E+01,1.90E-01,5.04E-02,4.42E-01,1.68E-03,3.10E+00,6.80E-03,1.80E-03
Maize,Kim,2008,Maize,8.76E+00,1.69E-02,3.50E+01,8.28E-02,2.44E-02,2.31E+01,4.50E-02,9.24E+01,2.18E-01,6.44E-02,8.25E-01,1.61E-03,3.30E+00,7.80E-03,2.30E-03
Maize,Pelletier,2008,Maize,2.72E+00,1.56E-02,1.38E+01,5.73E-02,,7.18E+00,4.10E-02,3.64E+01,1.51E-01,,2.56E-01,1.46E-03,1.30E+00,5.40E-03,
Maize,Pelletier,2008,Maize,3.50E+00,1.48E-02,2.55E+01,5.94E-02,,9.24E+00,3.90E-02,6.72E+01,1.57E-01,,3.30E-01,1.39E-03,2.40E+00,5.60E-03,
Maize,Wang,2009,Maize,4.18E+00,1.37E-02,3.98E+01,5.22E-02,7.92E-02,1.10E+01,3.60E-02,1.05E+02,1.38E-01,2.09E-01,3.94E-01,1.29E-03,3.75E+00,4.92E-03,7.46E-03
Maize,Wang,2014,Maize,5.17E+00,1.17E-02,,1.21E-01,2.45E-02,1.36E+01,3.10E-02,,3.19E-01,6.45E-02,4.87E-01,1.11E-03,,1.14E-02,2.30E-03
Maize,Wang,2014,Maize,5.96E+00,1.30E-02,,1.39E-01,2.87E-02,1.57E+01,3.40E-02,,3.66E-01,7.58E-02,5.61E-01,1.21E-03,,1.31E-02,2.71E-03
Non-Recirculating Aquaculture,Bosma,2011,catfish,1.44E+02,,,,,6.14E+02,,,,,2.19E+01,,,,
Non-Recirculating Aquaculture,Iribarren,2010,mussels,2.33E+01,,,,1.98E-02,7.77E+01,,,,0.00E+00,2.78E+00,,,,
Non-Recirculating Aquaculture,Iribarren,2010,mussels,7.03E+01,,,,4.99E-01,2.34E+02,,,,3.00E-03,8.37E+00,,,,1.07E-04
Non-Trawling Fishery,Schau,2009,mussels,1.42E+01,,,,,4.73E+01,,,,,1.69E+00,,,,
Non-Recirculating Aquaculture,Ayer,2009,salmon,1.92E+01,,,,3.22E-01,1.07E+02,,,,1.00E-03,3.81E+00,,,,3.57E-05
Non-Recirculating Aquaculture,Ayer,2009,salmon,2.10E+01,,,,3.57E-01,1.16E+02,,,,1.00E-03,4.16E+00,,,,3.57E-05
Non-Recirculating Aquaculture,Ayer,2009,salmon,2.80E+01,,,,3.02E-01,1.56E+02,,,,1.00E-03,5.56E+00,,,,3.57E-05
Non-Recirculating Aquaculture,Buchspies,2011,salmon,4.55E+01,,,,,2.53E+02,,,,,9.03E+00,,,,
Non-Recirculating Aquaculture,Ellingsen,2009,salmon,2.28E+01,,,,,1.26E+02,,,,,4.52E+00,,,,
Non-Recirculating Aquaculture,Pelletier,2009,salmon,1.81E+01,,,,4.15E-01,1.01E+02,,,,1.00E-03,3.59E+00,,,,3.57E-05
Non-Recirculating Aquaculture,Pelletier,2009,salmon,2.33E+01,,,,5.19E-01,1.29E+02,,,,2.00E-03,4.62E+00,,,,7.14E-05
Non-Recirculating Aquaculture,Pelletier,2009,salmon,2.40E+01,,,,7.58E-01,1.33E+02,,,,3.00E-03,4.76E+00,,,,1.07E-04
Non-Recirculating Aquaculture,Pelletier,2009,salmon,3.31E+01,,,,6.34E-01,1.84E+02,,,,2.00E-03,6.56E+00,,,,7.14E-05
Non-Recirculating Aquaculture,Aubin,2009,sea-bass,3.43E+01,,,,1.04E+00,1.77E+02,,,,7.00E-03,6.31E+00,,,,2.50E-04
