"","hs_pc_tas_code","sitc_rev_3_sita_code","product_discription_hs","product_description_sitc","rootproduct_hs","rootproduct_sitc","product_fraction","value_fraction","wf_type","world_grazing","world_mixed","world_industrial","world_wgt_avg","country_grazing","country_mixed","country_industrial","country_wgt_avg"
"1","010111","00151","Horses, live pure-bred breeding","Horses","010111","00151",1,1,"Green",40316.9343378169,34717.2945251717,33336.7222165936,37179.1515712879,0,20438.2174476155,0,20438.2174476155
"2","010111","00151","Horses, live pure-bred breeding","Horses","010111","00151",1,1,"Blue",1469.94896120251,3534.12893198313,2182.58891293015,2461.90724859591,0,571.675170422891,0,571.675170422891
"3","010111","00151","Horses, live pure-bred breeding","Horses","010111","00151",1,1,"Grey",675.138510606094,1179.42703791874,1468.60020861898,970.931684496167,0,223.850798144693,0,223.850798144693
"4","010119","00151a","Horses, live except pure-bred breeding","Horses","010111","00151",1,1,"Green",40316.9343378169,34717.2945251717,33336.7222165936,37179.1515712879,0,20438.2174476155,0,20438.2174476155
"5","010119","00151a","Horses, live except pure-bred breeding","Horses","010111","00151",1,1,"Blue",1469.94896120251,3534.12893198313,2182.58891293015,2461.90724859591,0,571.675170422891,0,571.675170422891
"6","010119","00151a","Horses, live except pure-bred breeding","Horses","010111","00151",1,1,"Grey",675.138510606094,1179.42703791874,1468.60020861898,970.931684496167,0,223.850798144693,0,223.850798144693
"7","010120","00152","Asses, mules and hinnies, live","Asses, mules, hinnies","010111","00151",1,1,"Green",40316.9343378169,34717.2945251717,33336.7222165936,37179.1515712879,0,20438.2174476155,0,20438.2174476155
"8","010120","00152","Asses, mules and hinnies, live","Asses, mules, hinnies","010111","00151",1,1,"Blue",1469.94896120251,3534.12893198313,2182.58891293015,2461.90724859591,0,571.675170422891,0,571.675170422891
"9","010120","00152","Asses, mules and hinnies, live","Asses, mules, hinnies","010111","00151",1,1,"Grey",675.138510606094,1179.42703791874,1468.60020861898,970.931684496167,0,223.850798144693,0,223.850798144693
"10","010210","00111","Bovine, live pure-bred breeding","Bov.animals,pure,breedng","010210","00111",1,1,"Green",9197.0495273691,7347.62132953925,4173.9108415051,7002.05553655314,3793.03648928548,2724.06180506741,3962.11665888997,3513.44963984941
"11","010210","00111","Bovine, live pure-bred breeding","Bov.animals,pure,breedng","010210","00111",1,1,"Blue",192.319803574542,240.537831970599,311.264148499573,255.886951019004,184.724154710094,165.669703889828,121.880961009451,167.757581301746
"12","010210","00111","Bovine, live pure-bred breeding","Bov.animals,pure,breedng","010210","00111",1,1,"Grey",105.717620481072,199.232716840604,335.813472769471,219.033803213564,96.3175632231651,110.889793618401,553.965105808807,216.76013111262
"13","010290","00119","Bovine, live except pure-bred breeding","Other bovine animals","010210","00111",1,1,"Green",9197.0495273691,7347.62132953925,4173.9108415051,7002.05553655314,3793.03648928548,2724.06180506741,3962.11665888997,3513.44963984941
"14","010290","00119","Bovine, live except pure-bred breeding","Other bovine animals","010210","00111",1,1,"Blue",192.319803574542,240.537831970599,311.264148499573,255.886951019004,184.724154710094,165.669703889828,121.880961009451,167.757581301746
"15","010290","00119","Bovine, live except pure-bred breeding","Other bovine animals","010210","00111",1,1,"Grey",105.717620481072,199.232716840604,335.813472769471,219.033803213564,96.3175632231651,110.889793618401,553.965105808807,216.76013111262
"16","010310","00131","Swine, live pure-bred breeding","Swine,pure,for breeding","010310","00131",1,1,"Green",5037.10420709543,3353.39163476424,2588.68322956513,3155.15383572689,3886.97142757545,2724.83879118656,1781.68046951545,2932.12861706744
"17","010310","00131","Swine, live pure-bred breeding","Swine,pure,for breeding","010310","00131",1,1,"Blue",264.469995743417,261.280268444608,292.895112648723,276.341756396347,167.82283929097,148.689265182029,135.289234614513,152.526077944527
"18","010310","00131","Swine, live pure-bred breeding","Swine,pure,for breeding","010310","00131",1,1,"Grey",415.720289905418,374.321598295405,439.401496798994,399.856666719041,628.607221906343,475.386332772803,310.839139297135,496.843268723283
"19","010391","00139","Swine, live except pure-bred breeding weighing less than 50 kg","Other swine, live","010310","00131",1,1,"Green",5037.10420709543,3353.39163476424,2588.68322956513,3155.15383572689,3886.97142757545,2724.83879118656,1781.68046951545,2932.12861706744
"20","010391","00139","Swine, live except pure-bred breeding weighing less than 50 kg","Other swine, live","010310","00131",1,1,"Blue",264.469995743417,261.280268444608,292.895112648723,276.341756396347,167.82283929097,148.689265182029,135.289234614513,152.526077944527
"21","010391","00139","Swine, live except pure-bred breeding weighing less than 50 kg","Other swine, live","010310","00131",1,1,"Grey",415.720289905418,374.321598295405,439.401496798994,399.856666719041,628.607221906343,475.386332772803,310.839139297135,496.843268723283
"22","010392","00139a","Swine, live except pure-bred breeding weighing 50 kg or more","Other swine, live","010310","00131",1,1,"Green",5037.10420709543,3353.39163476424,2588.68322956513,3155.15383572689,3886.97142757545,2724.83879118656,1781.68046951545,2932.12861706744
"23","010392","00139a","Swine, live except pure-bred breeding weighing 50 kg or more","Other swine, live","010310","00131",1,1,"Blue",264.469995743417,261.280268444608,292.895112648723,276.341756396347,167.82283929097,148.689265182029,135.289234614513,152.526077944527
"24","010392","00139a","Swine, live except pure-bred breeding weighing 50 kg or more","Other swine, live","010310","00131",1,1,"Grey",415.720289905418,374.321598295405,439.401496798994,399.856666719041,628.607221906343,475.386332772803,310.839139297135,496.843268723283
"25","010410","00121","Sheep, live","Sheep, live","010410","00121",1,1,"Green",7125.85666388328,3490.41084706436,2026.18432844494,4278.29235728761,5174.24989531292,3445.08493270453,2593.33727392798,3438.68475666659
"26","010410","00121","Sheep, live","Sheep, live","010410","00121",1,1,"Blue",167.829344231974,195.68522903629,330.930457168041,207.036937974936,159.432876276809,251.040213535028,329.435852196348,250.028220398647
"27","010410","00121","Sheep, live","Sheep, live","010410","00121",1,1,"Grey",9.14153581803255,30.0713883021673,95.2181078993779,33.2939233570971,87.5476688361425,201.042590559977,269.398697908545,191.520776076621
"28","010420","00122","Goats, live","Goats, live","010420","00122",1,1,"Green",5259.62701787032,2684.57385630685,1348.50089080021,2900.35764373092,0,0,0,0
"29","010420","00122","Goats, live","Goats, live","010420","00122",1,1,"Blue",151.598795873485,168.941943140432,219.186524794788,174.944711071207,0,0,0,0
"30","010420","00122","Goats, live","Goats, live","010420","00122",1,1,"Grey",0.202454388251664,2.07292980154755,10.2378602274404,3.23224358205318,0,0,0,0
"31","010511","00141","Fowls, live domestic weighing not more than 185 g","Poultry, live, to 185g","010599","00149",10,1,"Green",617.668706418489,317.093374508439,182.302443423479,276.540806085479,434.863873493593,258.274351745315,156.050553753921,262.261805898985
"32","010511","00141","Fowls, live domestic weighing not more than 185 g","Poultry, live, to 185g","010599","00149",10,1,"Blue",56.2535150639522,26.1241835495847,15.4042792297005,23.4405627359079,7.08939429739311,4.60843439094263,2.72917096474136,4.61787119706624
"33","010511","00141","Fowls, live domestic weighing not more than 185 g","Poultry, live, to 185g","010599","00149",10,1,"Grey",55.9689325649662,44.7628737970005,25.3680703548861,36.3908685497718,59.5005879174219,35.3385891759153,21.3517384615174,35.884175693671
"34","010519","00141a","Poultry, live except domestic fowls, weighing not more than 185 g","Poultry, live, to 185g","010599","00149",1,1,"Green",6176.68706418489,3170.93374508439,1823.02443423479,2765.40806085479,4348.63873493593,2582.74351745315,1560.50553753921,2622.61805898985
"35","010519","00141a","Poultry, live except domestic fowls, weighing not more than 185 g","Poultry, live, to 185g","010599","00149",1,1,"Blue",562.535150639522,261.241835495847,154.042792297005,234.405627359079,70.8939429739311,46.0843439094263,27.2917096474136,46.1787119706624
"36","010519","00141a","Poultry, live except domestic fowls, weighing not more than 185 g","Poultry, live, to 185g","010599","00149",1,1,"Grey",559.689325649662,447.628737970005,253.680703548861,363.908685497718,595.005879174219,353.385891759153,213.517384615174,358.84175693671
"37","010599","00149","Poultry, live except domestic fowls, weighing more than 185 g","Poultry, live,over 185g","010599","00149",1,1,"Green",6176.68706418489,3170.93374508439,1823.02443423479,2765.40806085479,4348.63873493593,2582.74351745315,1560.50553753921,2622.61805898985
"38","010599","00149","Poultry, live except domestic fowls, weighing more than 185 g","Poultry, live,over 185g","010599","00149",1,1,"Blue",562.535150639522,261.241835495847,154.042792297005,234.405627359079,70.8939429739311,46.0843439094263,27.2917096474136,46.1787119706624
"39","010599","00149","Poultry, live except domestic fowls, weighing more than 185 g","Poultry, live,over 185g","010599","00149",1,1,"Grey",559.689325649662,447.628737970005,253.680703548861,363.908685497718,595.005879174219,353.385891759153,213.517384615174,358.84175693671
"40","020110","01111","Bovine carcasses and half carcasses, fresh or chilled","Bovine meat,fh,ch,w.bone","010210","00119",0.565092110810095,0.825889685186019,"Green",14995.832018914,10509.9648587358,6282.89715536289,10233.5979075141,6029.72335549607,4330.39311228031,6298.50712556929,5595.89766964919
"41","020110","01111","Bovine carcasses and half carcasses, fresh or chilled","Bovine meat,fh,ch,w.bone","010210","00119",0.565092110810095,0.825889685186019,"Blue",328.193467855134,358.678069052778,483.154282754885,388.597338507088,308.267871762054,277.977346621667,208.36715267825,281.553270856908
"42","020110","01111","Bovine carcasses and half carcasses, fresh or chilled","Bovine meat,fh,ch,w.bone","010210","00119",0.565092110810095,0.825889685186019,"Grey",172.373071761303,284.980507131893,505.492712449753,320.120835737414,153.11433521711,176.279553427911,880.628579783171,345.235491298503
"43","020120","01111a","Bovine cuts bone in, fresh or chilled","Bovine meat,fh,ch,w.bone","020110","00119",1,1,"Green",14995.832018914,10509.9648587358,6282.89715536289,10233.5979075141,6029.72335549607,4330.39311228031,6298.50712556929,5595.89766964919
"44","020120","01111a","Bovine cuts bone in, fresh or chilled","Bovine meat,fh,ch,w.bone","020110","00119",1,1,"Blue",328.193467855134,358.678069052778,483.154282754885,388.597338507088,308.267871762054,277.977346621667,208.36715267825,281.553270856908
"45","020120","01111a","Bovine cuts bone in, fresh or chilled","Bovine meat,fh,ch,w.bone","020110","00119",1,1,"Grey",172.373071761303,284.980507131893,505.492712449753,320.120835737414,153.11433521711,176.279553427911,880.628579783171,345.235491298503
"46","020130","01112","Bovine cuts boneless, fresh or chilled","Bovine meat,fh,ch,bnless","020120","01111",0.71,1,"Green",21120.8901674845,14802.7674066701,8849.15092304633,14413.5181795973,8492.56810633249,6099.14522856382,8871.13679657646,7881.5460135904
"47","020130","01112","Bovine cuts boneless, fresh or chilled","Bovine meat,fh,ch,bnless","020120","01111",0.71,1,"Blue",465.061222331175,507.997280356026,683.315891204063,550.137096488856,436.997002481767,394.334291016432,296.291764335563,399.370804023814
"48","020130","01112","Bovine cuts boneless, fresh or chilled","Bovine meat,fh,ch,bnless","020120","01111",0.71,1,"Grey",242.778974311694,401.380995960413,711.961566830638,450.87441653157,215.653993263536,248.281061166071,1240.32194335658,486.247170842962
"49","020210","01121","Bovine carcasses and half carcasses, frozen","Bovine meat,frozn,w.bone","020110","01111",1,1,"Green",14995.832018914,10509.9648587358,6282.89715536289,10233.5979075141,6029.72335549607,4330.39311228031,6298.50712556929,5595.89766964919
"50","020210","01121","Bovine carcasses and half carcasses, frozen","Bovine meat,frozn,w.bone","020110","01111",1,1,"Blue",328.193467855134,358.678069052778,483.154282754885,388.597338507088,308.267871762054,277.977346621667,208.36715267825,281.553270856908
"51","020210","01121","Bovine carcasses and half carcasses, frozen","Bovine meat,frozn,w.bone","020110","01111",1,1,"Grey",172.373071761303,284.980507131893,505.492712449753,320.120835737414,153.11433521711,176.279553427911,880.628579783171,345.235491298503
"52","020220","01121a","Bovine cuts bone in, frozen","Bovine meat,frozn,w.bone","020120","01111",1,1,"Green",14995.832018914,10509.9648587358,6282.89715536289,10233.5979075141,6029.72335549607,4330.39311228031,6298.50712556929,5595.89766964919
"53","020220","01121a","Bovine cuts bone in, frozen","Bovine meat,frozn,w.bone","020120","01111",1,1,"Blue",328.193467855134,358.678069052778,483.154282754885,388.597338507088,308.267871762054,277.977346621667,208.36715267825,281.553270856908
"54","020220","01121a","Bovine cuts bone in, frozen","Bovine meat,frozn,w.bone","020120","01111",1,1,"Grey",172.373071761303,284.980507131893,505.492712449753,320.120835737414,153.11433521711,176.279553427911,880.628579783171,345.235491298503
"55","020230","01122","Bovine cuts boneless, frozen","Bovine meat,frz,boneless","020130","01112",1,1,"Green",21120.8901674845,14802.7674066701,8849.15092304633,14413.5181795973,8492.56810633249,6099.14522856382,8871.13679657646,7881.5460135904
"56","020230","01122","Bovine cuts boneless, frozen","Bovine meat,frz,boneless","020130","01112",1,1,"Blue",465.061222331175,507.997280356026,683.315891204063,550.137096488856,436.997002481767,394.334291016432,296.291764335563,399.370804023814
"57","020230","01122","Bovine cuts boneless, frozen","Bovine meat,frz,boneless","020130","01112",1,1,"Grey",242.778974311694,401.380995960413,711.961566830638,450.87441653157,215.653993263536,248.281061166071,1240.32194335658,486.247170842962
"58","020311","01221","Swine carcasses and half carcasses, fresh or chilled","Meat of swine,frsh,chlld","010310","00139",0.76,0.862853860694413,"Green",5592.14414008134,3803.14109852772,2956.39554317159,3582.23753485475,4367.85453373887,3061.94673399378,2002.10401888683,3314.95165302097
"59","020311","01221","Swine carcasses and half carcasses, fresh or chilled","Meat of swine,frsh,chlld","010310","00139",0.76,0.862853860694413,"Blue",304.965359424208,307.675940011202,345.853056483957,325.100898632669,199.938660005203,178.43794409423,163.380106557443,183.841355850203
"60","020311","01221","Swine carcasses and half carcasses, fresh or chilled","Meat of swine,frsh,chlld","010310","00139",0.76,0.862853860694413,"Grey",461.528625878487,424.524782547185,501.81675840566,453.981528210607,706.376405204826,534.19954007081,349.295118099019,561.711858531581
"61","020312","01221a","Hams, shoulders and cuts thereof, of swine bone in, fresh or chilled","Meat of swine,frsh,chlld","020311","00139",0.77,1,"Green",7262.5248572485,4939.14428380223,3839.47473139167,4652.2565387724,5672.53835550503,3976.55419999192,2600.13508946341,4305.13201691035
"62","020312","01221a","Hams, shoulders and cuts thereof, of swine bone in, fresh or chilled","Meat of swine,frsh,chlld","020311","00139",0.77,1,"Blue",409.04592133014,412.566155858704,462.146826602542,435.195972250219,272.647610396367,244.72460271978,225.168969555121,251.742020584679
"63","020312","01221a","Hams, shoulders and cuts thereof, of swine bone in, fresh or chilled","Meat of swine,frsh,chlld","020311","00139",0.77,1,"Grey",599.387825816217,551.330886424915,651.710075851506,589.586400273516,917.371954811463,693.765636455598,453.63002350522,729.495920170884
"64","020319","01221b","Swine cuts, fresh or chilled, nes","Meat of swine,frsh,chlld","020311","00139",0.73,1,"Green",7660.47142476897,5209.7823267503,4049.85690845423,4907.17470528047,5983.36237498475,4194.4475808134,2742.60824505045,4541.02966167256
"65","020319","01221b","Swine cuts, fresh or chilled, nes","Meat of swine,frsh,chlld","020311","00139",0.73,1,"Blue",431.459396471518,435.172520563291,487.469940388982,459.042326894067,287.587205486579,258.134169992096,237.506995284168,265.536103904387
"66","020319","01221b","Swine cuts, fresh or chilled, nes","Meat of swine,frsh,chlld","020311","00139",0.73,1,"Grey",632.230994354092,581.540798009842,687.420216994055,621.892504398092,967.638911239488,731.780191877822,478.486463149342,769.46829935833
"67","020321","01222","Swine carcasses and half carcasses, frozen","Meat of swine, frozen","020311","01221",1,1,"Green",5592.14414008134,3803.14109852772,2956.39554317159,3582.23753485475,4367.85453373887,3061.94673399378,2002.10401888683,3314.95165302097
"68","020321","01222","Swine carcasses and half carcasses, frozen","Meat of swine, frozen","020311","01221",1,1,"Blue",304.965359424208,307.675940011202,345.853056483957,325.100898632669,199.938660005203,178.43794409423,163.380106557443,183.841355850203
"69","020321","01222","Swine carcasses and half carcasses, frozen","Meat of swine, frozen","020311","01221",1,1,"Grey",461.528625878487,424.524782547185,501.81675840566,453.981528210607,706.376405204826,534.19954007081,349.295118099019,561.711858531581
"70","020322","01222a","Hams, shoulders and cuts thereof, of swine, bone in, frozen","Meat of swine, frozen","020312","01221",1,1,"Green",7262.5248572485,4939.14428380223,3839.47473139167,4652.2565387724,5672.53835550503,3976.55419999192,2600.13508946341,4305.13201691035
"71","020322","01222a","Hams, shoulders and cuts thereof, of swine, bone in, frozen","Meat of swine, frozen","020312","01221",1,1,"Blue",409.04592133014,412.566155858704,462.146826602542,435.195972250219,272.647610396367,244.72460271978,225.168969555121,251.742020584679
"72","020322","01222a","Hams, shoulders and cuts thereof, of swine, bone in, frozen","Meat of swine, frozen","020312","01221",1,1,"Grey",599.387825816217,551.330886424915,651.710075851506,589.586400273516,917.371954811463,693.765636455598,453.63002350522,729.495920170884
"73","020329","01222b","Swine cuts, frozen nes","Meat of swine, frozen","020319","01221",1,1,"Green",7660.47142476897,5209.7823267503,4049.85690845423,4907.17470528047,5983.36237498475,4194.4475808134,2742.60824505045,4541.02966167256
"74","020329","01222b","Swine cuts, frozen nes","Meat of swine, frozen","020319","01221",1,1,"Blue",431.459396471518,435.172520563291,487.469940388982,459.042326894067,287.587205486579,258.134169992096,237.506995284168,265.536103904387
"75","020329","01222b","Swine cuts, frozen nes","Meat of swine, frozen","020319","01221",1,1,"Grey",632.230994354092,581.540798009842,687.420216994055,621.892504398092,967.638911239488,731.780191877822,478.486463149342,769.46829935833
"76","020410","01211a","Lamb carcasses and half carcasses, fresh or chilled","Meat of swine, frozen","010410","01221",0.76,0.889671043027805,"Green",8341.66885608378,4085.94402487278,2371.89148007132,5008.25371563941,6057.07934374941,4032.88461236659,3035.81194397156,4025.39243961497
"77","020410","01211a","Lamb carcasses and half carcasses, fresh or chilled","Meat of swine, frozen","010410","01221",0.76,0.889671043027805,"Blue",208.170550215541,240.779200331749,399.099941353471,254.067735504898,198.341478632092,305.578840852512,397.350327190206,304.394181656221
"78","020410","01211a","Lamb carcasses and half carcasses, fresh or chilled","Meat of swine, frozen","010410","01221",0.76,0.889671043027805,"Grey",10.7012627711909,35.2021623632675,111.464201802597,38.9745256836795,102.485034010663,235.344435837509,315.363448103458,224.198011333661
"79","020421","01211","Sheep carcasses and half carcasses, fresh or chilled","Meat of sheep,frsh,chlld","010410","00121",0.5,0.886221470792938,"Green",12695.7870811841,6227.42557110598,3685.27294119678,7850.56136752379,10053.2785354625,6693.60759676048,5038.70947068323,6919.59112591763
"80","020421","01211","Sheep carcasses and half carcasses, fresh or chilled","Meat of sheep,frsh,chlld","010410","00121",0.5,0.886221470792938,"Blue",316.737687869859,366.856738643368,619.628729087971,397.63212416417,327.493602793551,505.481542298206,657.799889377199,521.497718494158
"81","020421","01211","Sheep carcasses and half carcasses, fresh or chilled","Meat of sheep,frsh,chlld","010410","00121",0.5,0.886221470792938,"Grey",16.2870231349156,53.6519454805949,173.184991921661,61.0935314028503,170.10023051601,390.614524091933,523.426622594874,385.393124507673
"82","020422","01211b","Sheep cuts, bone in, fresh or chilled","Meat of sheep,frsh,chlld","020421","00121",1,1,"Green",12695.7870811841,6227.42557110598,3685.27294119678,7850.56136752379,10053.2785354625,6693.60759676048,5038.70947068323,6919.59112591763
"83","020422","01211b","Sheep cuts, bone in, fresh or chilled","Meat of sheep,frsh,chlld","020421","00121",1,1,"Blue",326.737687869859,376.856738643368,629.628729087971,407.63212416417,337.493602793551,515.481542298206,667.799889377199,531.497718494158
"84","020422","01211b","Sheep cuts, bone in, fresh or chilled","Meat of sheep,frsh,chlld","020421","00121",1,1,"Grey",16.2870231349156,53.6519454805949,173.184991921661,61.0935314028503,170.10023051601,390.614524091933,523.426622594874,385.393124507673
"85","020423","01211c","Sheep cuts, boneless, fresh or chilled","Meat of sheep,frsh,chlld","020422","00121",0.8,1,"Green",15869.7338514801,7784.28196388248,4606.59117649598,9813.20170940474,12566.5981693281,8367.00949595059,6298.38683835404,8649.48890739703
"86","020423","01211c","Sheep cuts, boneless, fresh or chilled","Meat of sheep,frsh,chlld","020422","00121",0.8,1,"Blue",420.922109837324,483.57092330421,799.535911359964,522.040155205213,434.367003491939,656.851927872758,847.249861721499,676.872148117698
"87","020423","01211c","Sheep cuts, boneless, fresh or chilled","Meat of sheep,frsh,chlld","020422","00121",0.8,1,"Grey",20.3587789186445,67.0649318507436,216.481239902076,76.3669142535629,212.625288145013,488.268155114917,654.283278243593,481.741405634592
"88","020430","01212a","Lamb carcasses and half carcasses, frozen","Meat of sheep,frsh,chlld","020410","00121",1,1,"Green",8341.66885608378,4085.94402487278,2371.89148007132,5008.25371563941,6057.07934374941,4032.88461236659,3035.81194397156,4025.39243961497
"89","020430","01212a","Lamb carcasses and half carcasses, frozen","Meat of sheep,frsh,chlld","020410","00121",1,1,"Blue",208.170550215541,240.779200331749,399.099941353471,254.067735504898,198.341478632092,305.578840852512,397.350327190206,304.394181656221
"90","020430","01212a","Lamb carcasses and half carcasses, frozen","Meat of sheep,frsh,chlld","020410","00121",1,1,"Grey",10.7012627711909,35.2021623632675,111.464201802597,38.9745256836795,102.485034010663,235.344435837509,315.363448103458,224.198011333661
"91","020441","01212","Sheep carcasses and half carcasses, frozen","Meat of sheep, frozen","020421","01211",1,1,"Green",12695.7870811841,6227.42557110598,3685.27294119678,7850.56136752379,10053.2785354625,6693.60759676048,5038.70947068323,6919.59112591763
"92","020441","01212","Sheep carcasses and half carcasses, frozen","Meat of sheep, frozen","020421","01211",1,1,"Blue",316.737687869859,366.856738643368,619.628729087971,397.63212416417,327.493602793551,505.481542298206,657.799889377199,521.497718494158
"93","020441","01212","Sheep carcasses and half carcasses, frozen","Meat of sheep, frozen","020421","01211",1,1,"Grey",16.2870231349156,53.6519454805949,173.184991921661,61.0935314028503,170.10023051601,390.614524091933,523.426622594874,385.393124507673
"94","020442","01212b","Sheep cuts, bone in, frozen","Meat of sheep, frozen","020422","01211",1,1,"Green",12695.7870811841,6227.42557110598,3685.27294119678,7850.56136752379,10053.2785354625,6693.60759676048,5038.70947068323,6919.59112591763
"95","020442","01212b","Sheep cuts, bone in, frozen","Meat of sheep, frozen","020422","01211",1,1,"Blue",326.737687869859,376.856738643368,629.628729087971,407.63212416417,337.493602793551,515.481542298206,667.799889377199,531.497718494158
"96","020442","01212b","Sheep cuts, bone in, frozen","Meat of sheep, frozen","020422","01211",1,1,"Grey",16.2870231349156,53.6519454805949,173.184991921661,61.0935314028503,170.10023051601,390.614524091933,523.426622594874,385.393124507673
"97","020443","01212c","Sheep cuts, boneless, frozen","Meat of sheep, frozen","020423","01211",1,1,"Green",15869.7338514801,7784.28196388248,4606.59117649598,9813.20170940474,12566.5981693281,8367.00949595059,6298.38683835404,8649.48890739703
"98","020443","01212c","Sheep cuts, boneless, frozen","Meat of sheep, frozen","020423","01211",1,1,"Blue",420.922109837324,483.57092330421,799.535911359964,522.040155205213,434.367003491939,656.851927872758,847.249861721499,676.872148117698
"99","020443","01212c","Sheep cuts, boneless, frozen","Meat of sheep, frozen","020423","01211",1,1,"Grey",20.3587789186445,67.0649318507436,216.481239902076,76.3669142535629,212.625288145013,488.268155114917,654.283278243593,481.741405634592
"100","020450","01213","Goat meat, fresh, chilled or frozen","Meat of goats","010420","00122",0.5,0.87282689048812,"Green",9276.92519794803,4690.50085397444,2431.48510924754,5184.5641750671,0,0,0,0
"101","020450","01213","Goat meat, fresh, chilled or frozen","Meat of goats","010420","00122",0.5,0.87282689048812,"Blue",284.846351695608,312.632744905226,412.672273166072,330.180757734068,0,0,0,0
"102","020450","01213","Goat meat, fresh, chilled or frozen","Meat of goats","010420","00122",0.5,0.87282689048812,"Grey",0.357088859994391,3.62183330570158,18.4599097141174,5.7778303020061,0,0,0,0
"103","020500","0124","Horse, ass, mule or hinny meat, fresh, chilled or frozen","Meat of horses,mules,etc","010111","00151",0.68,0.86633055870877,"Green",51364.4003680966,44230.3722983072,42471.5017403244,47366.8164015763,0,26038.6063829472,0,26038.6063829472
"104","020500","0124","Horse, ass, mule or hinny meat, fresh, chilled or frozen","Meat of horses,mules,etc","010111","00151",0.68,0.86633055870877,"Blue",1910.95826704884,4540.75560140446,2818.87263107589,3174.72852783312,0,766.543509637731,0,766.543509637731
"105","020500","0124","Horse, ass, mule or hinny meat, fresh, chilled or frozen","Meat of horses,mules,etc","010111","00151",0.68,0.86633055870877,"Grey",860.136945734094,1502.60835987701,1871.01946948926,1236.98204220237,0,285.189392682494,0,285.189392682494
"106","020610","01251","Bovine edible offal, fresh or chilled","Edible offal,bov.frsh,ch","010210","00119",0.07,0.104294684152904,"Green",13702.9053656511,10947.3977977063,6218.81018424509,10432.5310086558,5651.33632329242,4058.64522246422,5903.25293594127,5234.77314964613
